Time,Open,High,Low,Close,Volume,mean
01:00 08-09-2021,46450.4,46825.5,46292.59,46432.12,1725.45336,47866.61
02:00 08-09-2021,46432.11,46697.49,45958.18,46074.84,2384.95767,47627.327000000005
03:00 08-09-2021,46074.41,46386.0,45007.0,45150.01,6670.89016,47328.3165
04:00 08-09-2021,45150.01,45550.0,45025.04,45080.3,3900.7673,47035.25749999999
05:00 08-09-2021,45075.72,46033.62,44412.02,45983.62,6435.75004,46785.194
06:00 08-09-2021,45983.61,46375.42,45727.0,46260.13,3159.86559,46568.6735
07:00 08-09-2021,46260.13,46594.01,45800.0,46463.7,2750.3231,46523.1535
08:00 08-09-2021,46463.69,46780.0,46340.0,46394.09,2719.5083,46510.0545
09:00 08-09-2021,46394.82,46700.0,46114.66,46254.25,2508.91836,46451.517
10:00 08-09-2021,46254.26,46900.0,45583.0,46315.68,3562.60497,46436.97900000001
11:00 08-09-2021,46315.67,46374.1,45648.53,45821.2,2703.6565,46381.938
12:00 08-09-2021,45821.2,46461.42,45760.02,46087.35,2490.9493,46351.576
13:00 08-09-2021,46082.9,46530.0,45860.01,46423.64,2404.10067,46332.994
14:00 08-09-2021,46425.97,46434.52,45991.28,46200.19,1731.17296,46315.503500000006
15:00 08-09-2021,46200.2,46496.7,46090.0,46496.7,1493.18177,46301.487
16:00 08-09-2021,46496.7,46500.0,46250.0,46436.32,1627.93671,46280.1165
17:00 08-09-2021,46436.31,46440.85,45827.9,46041.34,1778.29831,46230.384000000005
18:00 08-09-2021,46041.35,46277.35,45920.99,46042.17,1418.82979,46173.178
19:00 08-09-2021,46042.16,46779.0,45968.83,46596.71,2521.35854,46150.2385
20:00 08-09-2021,46596.71,46678.31,45960.0,46048.31,2176.47837,46130.1335
21:00 08-09-2021,46048.31,46374.23,45858.36,46339.63,2940.09539,46125.509
22:00 08-09-2021,46339.62,46349.02,45892.03,46097.58,1717.61954,46126.64599999999
23:00 08-09-2021,46099.7,46265.26,45701.0,45739.96,1938.23166,46156.1435
00:00 09-09-2021,45739.97,46087.3,45513.08,46001.11,2009.47151,46202.184
01:00 09-09-2021,46001.16,46320.1,45922.53,46165.24,1617.96589,46211.265
02:00 09-09-2021,46165.23,46338.41,46008.29,46304.44,1457.20474,46213.48049999999
03:00 09-09-2021,46304.45,46358.4,46030.82,46146.44,1364.3252,46197.6175
04:00 09-09-2021,46146.44,46313.82,45883.42,46275.0,1712.27781,46191.663
05:00 09-09-2021,46275.01,46560.0,46159.01,46272.06,2696.73561,46192.5535
06:00 09-09-2021,46272.07,46394.4,46111.11,46160.88,1716.49456,46184.8135
07:00 09-09-2021,46160.88,46183.09,45888.38,46153.01,2457.00693,46201.404
